CustomerID,ObservationItems,ObservationDistinctItems,ObservationMaxItem,BasketNum,SumExp,AvgExp
12666.0,2,2,2,1,-227.44,-227.44
12667.0,33,33,33,1,620.13,620.13
12668.0,168,115,50,6,3743.18,623.8633333333333
12669.0,102,98,69,4,1607.7300000000002,401.93250000000006
12670.0,94,58,23,6,2986.1499999999996,497.6916666666666
12672.0,10,10,10,1,225.9,225.9
12673.0,42,42,23,2,610.52,305.26
12674.0,91,52,24,7,1919.31,274.1871428571429
12676.0,45,33,12,6,1331.39,221.89833333333334
12678.0,167,105,61,13,17588.260000000002,1352.9430769230771
12679.0,56,45,42,9,1058.6700000000003,117.63000000000004
12680.0,53,33,20,4,880.8099999999998,220.20249999999996
12681.0,646,267,50,27,13677.59,506.5774074074074
12682.0,525,209,40,31,12288.219999999998,396.394193548387
12683.0,362,177,48,20,8221.09,411.0545
12684.0,105,61,30,7,2283.63,326.23285714285714
12685.0,157,117,64,6,2863.08,477.18
12686.0,7,7,7,1,89.14,89.14
12689.0,72,57,38,2,1247.6100000000004,623.8050000000002
12690.0,16,16,16,1,389.00999999999993,389.00999999999993
12691.0,32,21,9,6,1035.8,172.63333333333333
12693.0,41,35,12,6,830.9599999999999,138.4933333333333
12694.0,37,32,20,2,869.6699999999998,434.8349999999999
12695.0,27,23,13,4,582.1,145.525
12697.0,43,37,19,5,939.0200000000002,187.80400000000003
12700.0,270,193,89,6,4867.989999999998,811.3316666666664
12701.0,53,50,32,2,797.71,398.855
12702.0,12,12,12,1,219.0,219.0
12703.0,22,21,21,2,274.69999999999993,137.34999999999997
12704.0,90,64,20,10,2220.84,222.084
12705.0,348,228,63,14,6814.24,486.7314285714286
12707.0,33,33,33,1,603.42,603.42
12708.0,174,86,21,16,2616.3200000000006,163.52000000000004
12709.0,257,103,42,26,9294.100000000004,357.4653846153848
12710.0,79,75,44,4,1130.5700000000004,282.6425000000001
12712.0,142,59,16,17,4241.63,249.50764705882352
12713.0,38,38,38,1,848.5499999999998,848.5499999999998
12714.0,259,216,69,5,4708.860000000001,941.7720000000002
12715.0,21,20,21,1,353.85999999999996,353.85999999999996
12716.0,69,60,45,2,1053.4899999999996,526.7449999999998
12717.0,56,49,31,3,980.98,326.99333333333334
12718.0,19,19,19,1,238.25000000000003,238.25000000000003
12719.0,42,34,21,3,608.1,202.70000000000002
12720.0,359,211,30,29,5713.280000000001,197.00965517241383
12721.0,164,134,36,7,2628.98,375.56857142857143
12722.0,57,50,29,6,904.3299999999999,150.72166666666666
12723.0,69,53,35,5,725.0699999999999,145.01399999999998
12724.0,53,47,27,4,1031.4100000000003,257.8525000000001
12725.0,24,24,24,1,427.79999999999995,427.79999999999995
12726.0,124,57,36,7,2609.1000000000004,372.72857142857146
12727.0,141,109,48,9,3947.7000000000007,438.63333333333344
12728.0,46,38,13,4,836.3299999999999,209.08249999999998
12729.0,26,26,26,1,453.0100000000001,453.0100000000001
12731.0,277,109,46,14,18793.41,1342.3864285714285
12732.0,12,12,12,1,236.2600000000001,236.2600000000001
12733.0,22,22,22,1,383.95,383.95
12734.0,4,4,4,1,110.39999999999999,110.39999999999999
12735.0,43,38,22,2,779.5699999999998,389.7849999999999
12736.0,4,4,4,1,234.00000000000003,234.00000000000003
12738.0,11,11,11,1,155.35,155.35
12739.0,38,38,37,2,1013.0400000000001,506.52000000000004
12740.0,27,27,27,1,427.5999999999999,427.5999999999999
12743.0,134,114,83,2,546.43,273.215
12744.0,229,178,75,10,9120.389999999998,912.0389999999998
12747.0,103,42,15,11,4196.01,381.4554545454546
12749.0,231,160,84,8,3868.2000000000007,483.5250000000001
12750.0,15,15,15,1,275.88,275.88
12754.0,65,50,37,5,2949.1199999999994,589.8239999999998
12755.0,6,5,3,4,2203.2,550.8
12756.0,4,4,4,1,112.08000000000001,112.08000000000001
12758.0,97,84,56,2,2791.59,1395.795
12759.0,95,81,39,3,1531.44,510.48
12762.0,69,62,48,2,1898.5200000000007,949.2600000000003
12763.0,18,16,16,2,494.08,247.04
12766.0,310,205,61,7,6989.629999999999,998.5185714285714
12769.0,32,32,32,1,1143.6000000000001,1143.6000000000001
12770.0,12,12,12,1,1351.4499999999998,1351.4499999999998
12772.0,55,55,55,1,892.4700000000004,892.4700000000004
12775.0,67,47,15,6,1351.24,225.20666666666668
12778.0,51,40,11,7,804.23,114.89
12779.0,159,88,45,12,3868.7,322.39166666666665
12781.0,30,25,15,5,707.72,141.544
12782.0,107,81,30,6,2273.32,378.8866666666667
12783.0,86,76,34,8,1603.87,200.48375
12784.0,59,54,58,2,574.42,287.21
12785.0,15,14,14,2,305.71,152.855
12787.0,20,17,8,3,463.65999999999997,154.5533333333333
12789.0,4,4,4,1,91.85000000000001,91.85000000000001
12790.0,21,21,21,1,324.9200000000001,324.9200000000001
12791.0,2,2,2,1,192.60000000000002,192.60000000000002
12792.0,25,25,25,1,400.54,400.54
12793.0,24,21,17,2,545.48,272.74
12794.0,45,43,25,2,860.4100000000001,430.20500000000004
12795.0,14,14,14,1,430.4800000000001,430.4800000000001
12797.0,17,13,13,3,194.18,64.72666666666667
12802.0,26,25,25,2,412.5799999999999,206.28999999999996
12808.0,28,27,12,3,483.65,161.21666666666667
12809.0,26,25,25,2,484.36,242.18
12811.0,31,27,16,3,514.85,171.61666666666667
12812.0,15,15,15,1,229.63999999999993,229.63999999999993
12814.0,2,2,2,1,125.92,125.92
12815.0,47,38,31,2,1063.4599999999998,531.7299999999999
12816.0,29,27,15,2,572.2,286.1
12817.0,4,4,4,1,166.04,166.04
12818.0,16,14,14,2,1517.8799999999999,758.9399999999999
12820.0,59,55,22,4,942.34,235.585
12821.0,6,6,6,1,92.72,92.72
12822.0,47,41,37,3,918.9799999999998,306.3266666666666
12823.0,5,1,1,5,1759.5,351.9
12824.0,25,25,25,1,397.11999999999995,397.11999999999995
12826.0,94,58,24,8,1468.12,183.515
12827.0,25,19,15,3,430.15,143.38333333333333
12828.0,56,46,13,6,1018.7099999999999,169.785
12829.0,12,9,6,3,253.05,84.35000000000001
12830.0,39,14,13,7,6748.4,964.0571428571428
12831.0,9,9,9,1,215.05,215.05
12832.0,27,27,18,2,383.03,191.515
12833.0,24,24,24,1,417.37999999999994,417.37999999999994
12834.0,18,18,18,1,312.38,312.38
12836.0,175,148,62,4,2612.86,653.215
12837.0,12,12,12,1,134.1,134.1
12838.0,123,115,64,2,683.1299999999999,341.56499999999994
12839.0,316,96,31,16,5583.620000000001,348.97625000000005
12840.0,116,67,50,6,2714.27,452.37833333333333
12841.0,439,230,28,26,3876.4,149.09230769230768
12842.0,34,34,20,2,1118.99,559.495
12843.0,108,69,33,9,1680.7600000000002,186.75111111111113
12844.0,52,47,28,2,325.96000000000004,162.98000000000002
12845.0,27,26,21,4,354.09,88.5225
12847.0,91,72,91,1,871.5399999999998,871.5399999999998
12849.0,51,47,36,2,1050.8899999999999,525.4449999999999
12851.0,50,43,50,1,135.17999999999995,135.17999999999995
12852.0,20,17,17,2,299.74999999999994,149.87499999999997
12853.0,84,66,29,9,1881.7,209.07777777777778
12854.0,115,97,42,5,1289.1499999999999,257.83
12855.0,3,3,3,1,38.1,38.1
12856.0,317,155,80,8,2162.68,270.335
12857.0,46,37,34,2,1106.4,553.2
12863.0,6,5,5,2,504.20000000000005,252.10000000000002
12864.0,3,3,3,1,147.12,147.12
12865.0,96,87,58,3,1548.0699999999995,516.0233333333332
12866.0,26,26,26,1,559.1199999999999,559.1199999999999
12867.0,551,241,105,10,3986.22,398.62199999999996
12868.0,107,72,29,6,1607.06,267.8433333333333
12870.0,2,2,2,1,-14.899999999999999,-14.899999999999999
12871.0,11,8,7,2,380.64,190.32
12872.0,66,58,38,2,599.97,299.985
12873.0,4,4,4,1,374.0,374.0
12875.0,2,1,1,2,343.2300000000001,171.61500000000004
12876.0,85,67,51,2,2218.0200000000004,1109.0100000000002
12877.0,154,100,60,12,1535.77,127.98083333333334
12878.0,49,38,28,3,841.64,280.5466666666667
12879.0,12,7,4,4,552.57,138.1425
12881.0,7,7,7,1,298.0,298.0
12882.0,13,12,8,2,1463.04,731.52
12883.0,42,39,19,4,703.4700000000001,175.86750000000004
12884.0,7,7,7,1,309.05000000000007,309.05000000000007
12885.0,72,66,39,4,1158.2700000000002,289.56750000000005
12886.0,86,75,47,3,1351.0900000000001,450.3633333333334
12888.0,7,4,4,4,313.77,78.4425
12890.0,82,78,82,1,380.46999999999997,380.46999999999997
12891.0,3,2,1,3,331.0,110.33333333333333
12893.0,34,27,34,1,188.14,188.14
12895.0,24,22,16,3,347.29999999999995,115.76666666666665
12897.0,4,3,2,2,216.5,108.25
12902.0,10,10,10,1,138.68,138.68
12904.0,72,59,40,2,509.5799999999999,254.78999999999996
12906.0,63,55,28,5,2919.8099999999995,583.9619999999999
12908.0,4,2,1,4,246.0,61.5
12909.0,96,78,27,8,2128.8300000000004,266.10375000000005
12910.0,75,48,23,8,3075.0400000000004,384.38000000000005
12912.0,24,17,9,5,1662.3000000000002,332.46000000000004
12913.0,50,37,22,5,2483.63,496.726
12915.0,22,19,13,2,363.65,181.825
12916.0,109,53,40,5,2982.3499999999995,596.4699999999999
12917.0,2,2,2,1,594.0,594.0
12919.0,52,34,18,8,1301.44,162.68
12920.0,28,27,28,1,164.23000000000002,164.23000000000002
12922.0,28,28,28,1,405.38,405.38
12923.0,29,28,29,1,176.97,176.97
12924.0,31,22,15,5,929.95,185.99
12925.0,45,42,23,2,694.05,347.025
12928.0,84,59,21,5,2062.7,412.53999999999996
12929.0,9,8,8,2,105.10000000000001,52.550000000000004
12930.0,27,20,14,4,409.90000000000003,102.47500000000001
12933.0,107,103,57,4,606.28,151.57
12935.0,130,80,27,8,2156.45,269.55625
12936.0,63,56,33,5,1012.9000000000001,202.58
12937.0,120,81,60,4,1504.2699999999995,376.0674999999999
12938.0,9,9,9,1,114.14,114.14
12940.0,103,88,80,4,876.2900000000002,219.07250000000005
12942.0,75,68,51,3,683.8999999999999,227.9666666666666
12943.0,1,1,1,1,-3.75,-3.75
12944.0,30,29,16,2,604.51,302.255
12945.0,23,23,23,1,462.95000000000005,462.95000000000005
12947.0,103,83,34,11,1407.2899999999997,127.93545454545452
12948.0,118,82,32,8,2053.7,256.7125
12949.0,219,166,75,10,4143.0199999999995,414.30199999999996
12950.0,23,13,12,3,1843.0,614.3333333333334
12951.0,65,54,18,8,1042.0700000000002,130.25875000000002
12952.0,80,64,41,5,1382.84,276.568
12953.0,17,17,17,1,329.84999999999997,329.84999999999997
12955.0,183,81,37,14,4734.26,338.1614285714286
12956.0,19,19,19,1,108.07,108.07
12957.0,244,208,60,12,3979.04,331.58666666666664
12962.0,16,15,11,2,266.39000000000004,133.19500000000002
12963.0,96,76,22,9,1841.0300000000004,204.55888888888893
12965.0,109,108,109,1,771.9099999999996,771.9099999999996
12966.0,10,10,10,1,160.18,160.18
12967.0,33,21,15,4,1194.75,298.6875
12968.0,5,5,5,1,135.95,135.95
12974.0,8,8,8,1,144.8,144.8
12976.0,22,22,22,1,738.6,738.6
12977.0,9,9,9,1,39.24,39.24
12980.0,24,6,3,12,7092.06,591.005
12981.0,20,12,11,2,372.22,186.11
12982.0,34,28,28,2,377.2,188.6
12984.0,4,4,4,1,97.5,97.5
12985.0,78,73,52,3,1215.62,405.20666666666665
12987.0,30,27,14,3,545.0,181.66666666666666
12988.0,92,75,92,1,535.32,535.32
12989.0,68,41,23,19,6854.509999999998,360.7636842105262
12990.0,13,8,6,3,409.5,136.5
12991.0,31,31,22,2,503.76,251.88
12993.0,27,26,12,4,414.76000000000005,103.69000000000001
12994.0,73,52,22,5,902.22,180.44400000000002
12995.0,5,3,3,2,200.72,100.36
12997.0,67,45,18,7,1197.94,171.1342857142857
12999.0,28,25,23,3,455.87999999999994,151.95999999999998
13000.0,31,30,19,3,534.85,178.28333333333333
13001.0,342,166,96,15,9797.92,653.1946666666666
13002.0,7,7,7,1,120.94999999999999,120.94999999999999
13003.0,6,4,4,3,149.05,49.68333333333334
13004.0,409,277,32,22,5613.429999999999,255.15590909090906
13005.0,29,21,18,3,468.95000000000005,156.3166666666667
13006.0,4,4,4,1,81.57,81.57
13008.0,15,15,14,2,178.47000000000003,89.23500000000001
13011.0,3,3,3,1,50.550000000000004,50.550000000000004
13012.0,107,68,19,11,1311.6200000000003,119.23818181818184
13013.0,222,155,38,15,4786.990000000001,319.1326666666667
13014.0,124,67,18,16,3365.4300000000003,210.33937500000002
13015.0,176,156,88,5,3346.2799999999993,669.2559999999999
13016.0,47,39,28,3,789.8899999999999,263.2966666666666
13017.0,1,1,1,1,204.0,204.0
13018.0,459,313,31,29,7272.749999999999,250.78448275862067
13021.0,134,103,27,12,2584.3999999999996,215.36666666666665
13023.0,40,36,20,2,689.9000000000001,344.95000000000005
13026.0,43,34,14,8,936.1500000000001,117.01875000000001
13027.0,26,6,6,6,6912.0,1152.0
13028.0,47,40,24,3,659.68,219.89333333333332
13029.0,10,8,6,3,1247.5,415.8333333333333
13030.0,99,76,60,2,799.4799999999999,399.73999999999995
13032.0,75,55,44,3,996.52,332.17333333333335
13033.0,11,11,11,1,190.54999999999998,190.54999999999998
13034.0,37,37,26,2,642.7700000000001,321.38500000000005
13035.0,30,23,15,3,886.6299999999999,295.5433333333333
13037.0,48,44,18,3,881.0699999999999,293.69
13038.0,28,24,15,3,908.46,302.82
13040.0,43,38,22,2,676.99,338.495
13043.0,14,13,13,2,471.57000000000005,235.78500000000003
13044.0,33,33,33,1,560.4700000000001,560.4700000000001
13045.0,18,18,18,1,305.28,305.28
13046.0,35,33,21,2,629.31,314.655
13047.0,196,106,32,18,3079.1,171.0611111111111
13048.0,137,77,40,5,1805.91,361.182
13049.0,14,14,7,2,656.6800000000001,328.34000000000003
13050.0,422,246,105,28,5684.609999999998,203.02178571428564
13052.0,18,18,18,1,348.15000000000003,348.15000000000003
13055.0,78,74,50,4,1201.9599999999996,300.4899999999999
13058.0,8,5,3,3,271.4,90.46666666666665
13059.0,8,8,8,1,183.4,183.4
13060.0,15,15,15,1,307.53000000000003,307.53000000000003
13061.0,10,10,10,1,248.61,248.61
13062.0,11,11,11,1,346.98,346.98
13064.0,69,51,27,4,1119.4899999999998,279.87249999999995
13065.0,14,14,14,1,205.85999999999999,205.85999999999999
13066.0,49,48,28,3,430.9000000000001,143.63333333333335
13067.0,15,14,15,1,115.46000000000002,115.46000000000002
13068.0,2,1,1,2,344.0,172.0
13069.0,470,285,48,27,3717.819999999999,137.697037037037
13070.0,9,9,9,1,228.8,228.8
13072.0,7,7,7,1,177.14999999999998,177.14999999999998
13075.0,22,22,22,1,919.61,919.61
13077.0,112,99,49,4,729.2700000000001,182.31750000000002
13079.0,6,2,2,5,220.10000000000002,44.02
13080.0,6,6,6,1,58.08,58.08
13082.0,75,63,20,10,3595.48,359.548
13083.0,18,15,14,2,303.75,151.875
13085.0,29,17,13,3,272.38000000000005,90.79333333333335
13090.0,161,98,32,18,8689.39,482.7438888888889
13091.0,24,21,21,2,319.82,159.91
13092.0,26,19,7,6,459.83,76.63833333333334
13093.0,170,99,42,13,7741.470000000001,595.4976923076924
13094.0,30,4,3,16,1708.8600000000004,106.80375000000002
13095.0,6,6,6,1,74.4,74.4
13097.0,437,215,74,14,5893.32,420.95142857142855
